#Table1
plate,fiberid,mjd,z,zwarning,oiii_4363_flux,oiii_4363_flux_err,oiii_5007_flux,oiii_5007_flux_err,oiii_4959_flux,oiii_4959_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,nii_6548_flux,nii_6548_flux_err,nii_6584_flux,nii_6584_flux_err,oii_3729_flux,oii_3729_flux_err,oii_3726_flux,oii_3726_flux_err
2223,129,53793,0.1375727,0,25.84338,2.823473,413.1312,5.959117,124.8495,3.765549,58.54089,3.526939,44.99006,3.116731,73.38904,1.543224,221.3583,4.654714,64.62064,5.060208,72.77816,5.126397
2223,256,53793,0.1116768,0,65.94109,4.827476,743.6168,9.105745,206.5644,5.890802,49.82569,4.075596,51.53844,4.189635,160.3,3.136732,483.5018,9.461099,91.41685,9.017936,66.65322,8.950912
2223,352,53793,0.3142867,0,42.42268,4.20967,983.1383,8.012095,319.5492,5.003193,61.24248,9.803623,84.50452,8.199219,51.87468,3.009966,156.466,9.078743,352.0055,13.02792,93.7679,12.64919
2224,116,53815,0.3183445,0,43.77706,3.132515,1405.219,8.435288,423.2884,4.35229,60.07401,5.449911,47.5319,6.077803,85.93589,2.221306,259.2025,6.699965,140.5201,6.577186,167.7387,6.669014
2225,161,53729,0.1331795,0,21.18482,4.076636,590.641,7.814244,166.9413,5.24874,38.6046,4.697428,36.53027,4.80629,118.675,2.575274,357.9512,7.767613,118.5213,8.007356,97.58731,7.925403
2225,391,53729,0.1684443,0,12.46479,2.101351,129.8582,3.275568,35.93464,2.464998,21.77552,2.166523,17.80054,2.338086,48.66883,1.126879,146.7964,3.398924,54.72486,4.134379,50.62654,3.761175
2866,544,54478,0.1671709,0,9.583799,1.5171,290.7308,3.107563,92.80258,2.269172,57.03524,2.10095,53.31462,2.698092,16.23185,0.5596617,48.959,1.688067,73.31001,3.856735,121.7389,3.860973
308,8,51662,0.1194533,0,21.81283,4.184487,2544.461,15.14776,838.6224,8.45534,488.8512,6.412758,379.3608,6.133991,384.1263,3.059,1158.614,9.226643,520.3873,17.18915,422.1153,17.19372
385,547,51783,0.09714038,0,16.88445,3.197006,297.749,5.140073,92.71751,3.743738,55.93133,3.747909,45.85471,3.186006,95.66038,1.771528,288.5338,5.34333,67.75383,6.242083,44.24984,6.193048
635,38,52145,0.1685365,0,66.39819,4.214875,1201.932,10.21439,345.7007,7.015656,71.52409,4.720192,49.55851,4.502343,188.2184,2.957596,567.7101,8.920784,207.3718,10.02992,169.3253,9.465767
770,196,52282,0.151223,0,14.09971,2.45056,1013.961,8.303586,328.5771,4.689193,105.2141,3.640924,117.668,4.560126,138.1896,1.473772,416.8117,4.445232,55.90346,5.405285,147.2083,5.666712
839,552,52373,0.07423857,0,92.7807,5.049977,1536.626,13.91552,472.9948,7.644937,148.4373,5.022433,162.5882,5.248158,246.1966,3.713122,742.5858,11.19962,213.4555,11.4258,377.6275,12.16619
976,166,52413,0.2440954,0,39.42085,3.398297,978.313,7.238259,282.8864,4.320594,75.61079,6.240546,68.08971,4.260415,168.6279,2.646452,508.6205,7.982303,91.1431,7.625958,47.71267,7.561399
1362,9,53050,0.1757676,0,16.81965,2.570557,226.8934,5.910716,70.28878,4.148485,32.5267,2.847621,24.82932,3.972109,38.90783,1.197347,117.355,3.611471,37.70631,4.272011,40.27554,4.404467
1605,38,53062,0.1311838,0,22.86198,4.061574,460.0414,6.692937,124.347,4.800696,58.70856,5.78522,76.24569,4.883381,122.5515,2.096847,369.6436,6.324568,128.8069,9.063828,57.68883,9.184768
1670,73,54553,0.1158477,0,16.21748,2.161986,285.2539,3.894227,90.87643,2.556303,17.30984,1.725906,14.94828,1.655852,34.27541,0.931903,103.3826,2.810832,45.79159,4.672968,35.43015,4.542845
1941,632,53386,0.1012567,0,29.68966,3.207409,784.3761,8.27497,231.1318,4.97634,63.46053,3.400233,65.0211,3.230155,101.6155,2.063538,306.4958,6.224102,112.8067,5.487269,55.27525,5.198874
2147,162,53491,0.1247753,0,239.0703,10.25441,5038.458,35.87495,1331.699,21.20667,49.24397,8.600217,98.50037,8.865153,667.8965,9.784635,2014.53,29.51269,232.3693,18.54357,175.7456,18.46746
2227,552,53820,0.3540465,0,101.362,4.046356,1466.679,8.564995,371.9662,4.70922,133.3418,7.718639,146.0052,7.31695,352.8357,5.335196,1064.234,16.09216,237.4587,10.06083,161.0884,9.84144
2228,22,53818,0.06326324,0,21.64101,4.32347,1485.863,12.36807,480.814,7.262643,381.5182,6.75225,306.2855,6.383246,338.2481,3.052671,1020.235,9.207552,415.2863,17.02985,552.4088,17.70788
2228,63,53818,0.142344,0,17.72047,2.571379,292.3528,4.977291,87.84363,3.208959,18.02006,2.09168,13.93399,2.058312,26.95992,1.075084,81.31734,3.242697,27.59277,3.626559,27.708,3.818807
2228,122,53818,0.1393769,0,25.55369,3.132624,172.3115,4.537364,50.57978,3.348409,41.94887,3.359311,40.45286,3.091636,83.12412,1.536041,250.7215,4.63305,37.22743,5.879654,34.54373,5.667188
2230,160,53799,0.1673405,0,61.89325,3.872353,1227.225,10.22082,382.7171,6.618608,117.7052,4.466129,118.7555,4.860632,114.3073,2.240606,344.7773,6.758177,488.4986,13.39648,285.5177,12.36909
2231,427,53816,0.1778826,0,15.0187,1.966934,665.6393,6.545342,219.5461,3.950932,66.26352,3.407584,56.40683,2.903613,84.51219,1.54099,254.9083,4.647976,130.572,4.179185,103.5268,4.209292
2233,78,53845,0.123255,0,36.96925,4.351441,541.7541,8.171412,160.4522,5.820046,63.94126,3.90508,53.35416,3.913431,125.6459,2.693876,378.977,8.125343,67.60494,7.767179,41.2125,7.689756
2878,19,54465,0.03221662,0,24.91971,4.092659,1738.285,9.387057,593.41,5.430049,348.8198,4.150401,349.9117,4.306865,421.438,2.096457,1271.154,6.323392,292.9356,17.23671,478.7609,18.11307
2878,212,54465,0.3128468,0,19.15831,3.408589,636.8265,3.935564,160.6135,2.950869,36.12626,6.196507,50.08316,7.600469,174.3997,2.404934,526.0298,7.253829,68.71332,11.68134,71.35189,11.71004
2880,63,54509,0.179656,0,66.62927,4.551566,2809.577,16.02144,863.9017,9.674296,126.3895,6.415479,135.6944,5.855904,188.462,3.803683,568.4448,11.47277,231.6113,10.61007,136.9029,10.25066
2880,318,54509,0.09471212,0,19.7747,3.29831,626.283,7.909329,195.761,4.821574,44.99926,3.042903,41.13979,3.530397,66.81754,1.41043,201.5371,4.254177,70.70576,6.163194,68.19469,6.065788
287,313,52023,0.1104246,0,11.73133,2.312219,816.8478,5.325562,264.5648,3.36499,82.92017,2.254431,88.28823,2.65186,101.0787,1.149274,304.8767,3.46647,52.7562,6.175599,61.59818,6.211201
411,260,51817,0.1665816,0,36.95057,4.490064,1975.354,13.44652,619.6396,8.689299,231.701,6.354183,176.623,7.672084,216.2973,3.378973,652.4026,10.19175,98.34933,18.51405,625.076,19.33834
411,403,51817,0.07149258,0,37.03791,6.291794,245.9446,7.059981,44.94732,5.85188,93.93105,5.413885,80.22581,5.1049,239.3559,3.464,721.9527,10.44821,93.39729,13.57608,99.02165,13.61186
877,180,52353,0.1251861,0,30.51113,3.610705,710.3491,7.132189,160.8536,8.121268,69.08759,3.455125,57.14725,3.621072,104.8807,2.255433,316.3445,6.802898,63.10184,8.332343,50.46383,8.561036
943,421,52376,0.2132601,0,17.02116,2.562295,345.3561,4.334956,99.54038,3.016388,31.65537,3.024076,27.599,3.483128,46.56926,1.623207,140.4636,4.895963,45.07427,3.849031,43.20336,3.906986
1222,501,52763,0.1333376,0,24.3286,2.472269,607.3962,6.772389,191.0023,3.928028,42.91839,3.632114,37.87918,3.900818,56.33469,1.294709,169.9185,3.905138,68.76022,4.504405,109.159,4.658308
1223,156,52781,0.123184,0,26.02324,3.580871,1329.589,11.96669,450.167,6.973228,79.42952,3.313431,74.9261,3.516766,113.5671,1.664238,342.5445,5.019722,127.3119,7.682646,95.62894,7.547389
1372,139,53062,0.2247064,0,37.86279,4.300879,419.8763,5.583083,122.4419,4.152092,41.08427,4.171076,36.87105,4.116811,92.48226,2.1781,278.9478,6.569644,59.41882,6.877294,82.26871,7.779693
1372,412,53062,0.03034499,0,142.4156,7.443502,1763.472,16.13862,529.0076,10.06761,347.049,9.436502,306.2195,8.963257,448.8158,6.561258,1353.732,19.79025,268.4855,22.17615,441.1655,22.53428
1443,57,53055,0.1673709,0,21.06948,2.921895,653.3782,7.455981,196.9343,4.710149,32.6032,2.980221,24.59097,3.537875,59.13214,1.618736,178.3562,4.882476,39.53635,4.461411,47.52237,4.44978
1608,468,53138,0.1821143,0,18.41472,2.962587,660.0047,6.567797,206.5173,4.846983,68.12968,3.381941,61.01646,3.499372,110.9017,1.728009,334.505,5.212068,103.4804,5.383339,103.6933,5.186686
1608,501,53138,0.1206115,0,12.72158,2.459174,448.7454,5.865092,141.5034,3.51872,20.89601,2.345862,21.03899,1.951816,46.31275,1.131611,139.6899,3.413197,45.16975,3.67495,34.15131,3.49828
1744,151,53055,0.2751361,0,30.7468,3.722234,757.7963,6.869908,218.8352,4.686271,47.44968,4.279975,38.69527,4.312408,63.1143,2.533226,190.3673,7.640787,102.1451,6.988494,46.69151,6.733348
1878,459,54474,0.07065918,0,63.10444,6.963692,4291.572,26.92492,1303.941,14.19345,310.5724,10.01384,344.8993,10.13779,893.628,6.268258,2695.388,18.90649,150.7824,20.56869,169.6276,20.43308
1943,318,53386,0.1241621,0,16.41873,3.188436,311.1288,5.909973,79.1245,7.671477,60.1671,3.686163,55.44894,3.866897,150.1544,2.699109,452.9005,8.141129,78.54483,6.214018,38.93206,5.993312
1943,531,53386,0.1376416,0,28.9546,2.807369,271.418,4.82853,74.4439,3.351725,20.38713,3.182931,17.5264,2.88967,51.49289,1.372954,155.3144,4.141142,25.51178,4.334397,41.82656,4.40396
2148,56,54526,0.06334238,0,145.7923,6.6775,4239.714,33.66205,1282.636,14.89042,387.4341,7.200349,302.3707,6.428039,285.5279,5.70744,861.2181,17.21494,935.6234,19.38513,863.9096,18.85815
2148,90,54526,0.04396776,0,28.13633,5.132766,1389.702,12.14137,433.2572,7.388097,124.1618,5.545504,135.931,5.593238,214.6978,2.716532,647.5782,8.193678,141.669,14.87122,114.8188,14.85236
527,67,52342,0.08059712,0,119.8607,5.695033,1007.028,9.740342,291.4314,6.582806,130.72,5.131942,117.6539,5.387202,235.924,3.452181,711.6011,10.41256,107.7143,15.658,206.7163,15.60084
527,229,52342,0.1967719,0,45.90024,2.512243,611.6072,4.87677,187.4956,3.10896,26.7559,1.990217,20.02568,2.200738,91.80399,1.798556,276.902,5.424855,44.77623,3.759017,55.01747,3.895017
594,254,52045,0.06250638,0,38.57737,3.533187,1193.01,9.5394,384.1868,5.322883,77.71896,2.942222,67.05861,2.873502,108.4384,1.352646,327.0752,4.079888,82.52966,7.354569,91.44845,7.409588
793,17,52370,0.1950221,0,33.64944,2.651848,454.4609,4.067729,132.2936,3.254809,24.8101,3.224894,37.08553,2.449692,78.34144,1.616853,236.2959,4.876796,49.63885,5.204285,29.55904,5.357692
864,208,52320,0.08428066,0,36.39016,4.356644,2654.407,18.61332,868.6682,9.259968,264.0984,5.733582,241.7072,5.526095,284.1368,2.577365,857.0224,7.773921,199.4279,13.49308,343.3869,13.40273
1000,80,52643,0.02764709,0,34.9421,6.217274,4287.883,28.70756,1413,14.49894,826.6879,12.15342,841.0638,12.22796,1228.754,7.673978,3706.206,23.14646,511.6922,23.49364,898.3186,25.06039
1000,490,52643,0.1883733,0,12.69088,2.305147,209.6828,3.85868,52.65776,4.9738,36.86462,4.262172,21.78291,3.308162,48.88359,1.671983,147.4442,5.043081,90.90578,4.764396,65.84569,4.831892
1375,87,53084,0.1966696,0,36.51072,3.622049,688.7623,6.442367,201.1315,4.1858,23.15499,2.922949,26.8878,3.063062,117.7169,2.14591,355.0614,6.472553,68.73482,7.115758,81.26414,6.547419
1375,177,53084,0.08737577,0,54.04001,4.086579,2646.898,22.14582,849.809,9.949968,138.4421,5.051485,113.468,5.179836,124.4158,2.802578,375.2668,8.453212,279.8997,10.73079,226.8711,10.37264
1375,424,53084,0.06003489,0,19.95895,3.230081,1051.693,10.72655,341.8662,5.687799,55.24696,2.838,52.87624,2.795047,80.77177,1.61349,243.6263,4.866653,88.09536,6.074254,79.01271,6.014396
1445,246,53062,0.07126701,0,71.8167,8.112719,700.3274,12.00941,170.4858,8.853809,187.5381,8.490156,159.9718,8.254037,405.1843,6.123311,1222.129,18.4693,142.4299,13.69963,110.2634,13.90048
1813,285,53903,0.1868422,0,74.21947,4.465651,1306.641,8.308846,387.7121,5.978777,55.3738,3.815692,46.25328,3.952198,118.7562,2.446027,358.1961,7.377772,114.9454,8.549097,96.69398,8.538855
2148,484,54526,0.1386501,0,15.27258,2.941529,345.6279,5.564654,104.8415,3.79984,22.38977,3.029579,14.90603,2.836674,46.59849,1.29789,140.5518,3.914732,50.88829,4.330173,28.89359,4.279011
2149,69,54509,0.06374981,0,28.12732,3.592689,850.2111,8.866501,260.1643,5.217344,116.6918,3.766382,103.2934,3.631865,149.6124,1.910333,451.2657,5.762,113.6282,8.447077,129.7148,8.487682
2261,44,53612,0.1557591,0,24.50557,2.35688,1000.227,8.407621,317.3319,4.458793,115.2327,3.072188,94.9254,2.914368,145.65,2.00113,439.3139,6.035864,105.557,5.300046,154.298,5.437812
2265,46,53674,0.05014399,0,28.89429,4.67344,512.625,7.591704,136.8037,5.010688,128.2693,4.338652,100.1058,4.122257,108.8762,2.578539,328.3958,7.777462,122.3877,9.356608,97.19084,9.334494
2267,609,53713,0.2710107,0,14.04393,2.543161,727.8605,6.174733,233.7752,4.371798,77.40877,3.826557,64.52318,4.047732,83.5385,1.50387,251.9714,4.536015,64.37352,3.944114,102.2255,4.09277
2268,299,53682,0.09489593,0,58.92681,2.737126,590.0447,5.97823,177.8755,3.617496,55.43398,2.507875,36.45335,3.183491,90.92255,1.527319,274.2434,4.606741,70.10214,5.052694,56.98224,5.057446
330,257,52370,0.06311294,0,135.0723,7.770324,1706.014,16.49782,514.2595,9.990454,98.28641,6.162756,98.18192,6.055177,393.3635,5.564959,1186.475,16.78518,145.0355,19.22787,151.9617,20.16272
398,10,51789,0.05435418,0,246.8978,10.98186,4931.464,35.47134,1482.713,18.29499,300.5016,9.976358,366.1737,9.928512,904.9194,10.52743,2729.446,31.75313,407.5162,27.50145,305.9268,27.01712
443,405,51873,0.1591255,0,87.44967,3.550584,2390.015,15.21775,802.3324,7.838277,155.7132,4.085459,140.0738,3.936692,159.1315,2.05028,479.9772,6.184111,244.53,6.937024,175.7409,6.692876
443,514,51873,0.04320633,0,33.23801,3.108444,1318.892,9.625412,431.1893,5.193156,133.6437,2.965797,115.7511,2.797681,135.3781,1.560248,408.3314,4.706063,248.2902,7.513606,218.83,7.497943
581,211,52356,0.2424379,0,26.2051,3.045608,1952.667,9.784782,635.8487,5.169226,241.8051,6.169054,229.3522,4.434842,234.1509,1.815063,706.2533,5.474644,200.5212,8.607378,309.2948,8.768512
581,376,52356,0.2150977,0,37.33229,3.024891,876.1099,6.183188,272.0806,4.062655,197.9491,3.732015,147.8286,3.49416,169.294,1.682128,510.6298,5.07368,390.6028,7.337015,283.0141,6.931123
717,492,52468,0.05932403,0,152.9093,7.091827,1975.762,17.91748,581.6624,9.919349,151.0569,5.764702,156.3983,5.775108,354.3736,5.295469,1068.873,15.97234,135.1452,13.76975,210.5099,14.27889
852,625,52375,0.1739949,0,28.44555,4.052651,685.2404,8.986866,206.2038,6.432581,41.39304,4.406768,32.44251,3.96554,89.33009,2.105544,269.4402,6.350801,67.87617,5.977956,47.44827,5.860286
925,266,52411,0.05120365,0,42.00214,5.679433,458.7994,8.013127,139.4054,5.732277,205.3796,5.236249,151.0762,4.932283,206.9416,2.596317,624.1837,7.831083,312.0111,15.34507,222.2804,14.97859
925,489,52411,0.08356585,0,40.93393,5.180501,763.312,9.137423,230.2228,6.253873,89.56905,5.832952,69.794,4.770326,85.4621,1.994114,257.7734,6.014703,144.6582,10.88237,71.69788,10.51068
988,254,52520,0.05161818,0,33.81457,6.286777,3642.517,24.20191,1199.507,12.60665,519.15,9.745827,583.9919,10.01187,460.8069,4.380341,1389.9,13.2121,668.882,23.72251,402.8102,23.14705
1047,479,52733,0.1067889,0,25.66211,4.145133,944.1569,9.956277,298.8843,6.102796,95.89611,4.712195,103.9505,4.561374,193.0321,2.512667,582.2294,7.578777,82.03059,7.364948,94.38898,7.191471
1048,66,52736,0.08393129,0,27.8117,3.579577,788.1511,8.357841,252.5493,4.932747,70.37637,3.52876,55.19715,2.980052,67.61391,1.415177,203.9392,4.268495,113.6612,8.589976,158.4404,8.768605
1048,199,52736,0.07593863,0,36.35598,5.327017,1179.373,12.9473,354.6423,7.776124,82.13452,5.42114,87.39778,6.263934,120.0808,2.914123,362.1913,8.789658,74.64713,8.984905,123.486,9.193701
1293,102,52765,0.1969166,0,25.95314,2.922286,278.2757,4.116867,69.81867,3.261274,61.24168,3.010956,55.20191,3.303933,109.9116,1.892307,331.5189,5.707628,112.202,5.680736,27.67258,5.3824
1293,401,52765,0.2060032,0,14.70379,2.706333,143.0607,3.385028,27.52716,2.863153,22.89058,3.118526,17.39248,2.875184,65.04876,1.698336,196.2021,5.122567,31.30881,5.12379,32.21401,5.125505
1293,486,52765,0.2764736,0,29.14326,2.375134,607.6224,4.89486,189.975,2.836424,43.65298,3.743408,38.89326,3.905572,83.54163,1.98315,251.9809,5.981633,87.93288,3.804793,83.64279,3.77844
1293,586,52765,0.147127,0,17.69085,1.974718,212.7942,3.624557,62.33332,3.281843,27.98989,2.182573,29.43343,3.358508,42.3526,0.9891706,127.7452,2.983563,41.26294,3.771183,27.1578,3.805485
1430,158,53002,0.06428257,0,61.75406,4.597705,765.4868,9.30438,219.0135,5.802203,87.19107,4.134967,79.15667,4.023625,175.1345,3.198705,528.2462,9.648023,98.08519,9.473024,66.83117,9.813556
1430,485,53002,0.04307265,0,65.93159,7.248898,1639.746,16.09731,465.7954,9.761533,193.1863,7.893378,202.8157,7.840104,531.117,6.441992,1601.972,19.43051,361.2486,17.20719,160.1071,16.4322
1601,427,53115,0.05479615,0,29.21257,3.747947,1097.716,10.3784,349.9217,6.230087,140.3603,3.992373,144.9883,3.999808,195.7202,2.332633,590.3372,7.035753,137.9756,8.000032,138.5771,8.033245
1740,506,53050,0.1334316,0,18.75908,2.921865,441.9746,5.917493,138.4955,3.858951,57.42632,3.984248,45.03869,3.996124,91.87755,1.919104,277.1239,5.788456,80.16212,4.778506,50.30021,4.691875
1741,154,53052,0.180038,0,52.23529,2.77204,1052.348,6.988187,325.0112,4.547499,26.96071,3.03977,35.59599,2.917176,108.6415,1.977941,327.688,5.965921,87.25143,5.610974,60.18623,5.595905
1802,507,53885,0.3557045,0,143.3422,4.636609,2212.737,15.01368,635.7714,7.420006,58.77224,8.428577,73.99731,7.940244,194.3337,5.224589,586.1552,15.75855,212.3566,9.074375,177.3948,9.047046
1803,104,54152,0.2345884,0,58.73831,2.44798,1250.018,8.029821,399.9091,4.15288,49.02939,3.660862,52.85178,3.336259,34.83839,1.105019,105.0806,3.332988,113.3447,4.005438,90.19485,3.881061
1940,573,53383,0.2444532,0,11.00722,2.11487,452.7676,4.903919,139.3133,3.06795,37.25546,3.15884,29.8593,3.118925,62.62941,1.446675,188.9048,4.363502,54.07075,3.355657,36.01337,3.249728
2013,635,53818,0.1366288,0,50.51968,3.611195,2266.197,16.55911,713.9738,8.35555,169.3461,7.156512,133.475,6.171209,166.5299,4.370903,502.2927,13.18364,357.525,10.22758,255.344,9.69801
2082,484,53358,0.3244201,0,23.74695,4.08985,1697.885,9.907908,535.6767,5.275339,181.2667,9.326274,149.1412,9.741691,92.71586,2.329013,279.6524,7.024834,108.5628,11.28947,431.7159,11.66553
2150,283,54510,0.08356118,0,73.40254,4.551769,644.8602,7.867941,205.0928,5.417723,74.01349,5.018831,79.05743,4.409554,232.7729,3.148842,702.0967,9.497624,89.16473,8.540338,97.05189,9.009177
2243,140,53794,0.07178437,0,52.1468,4.112101,1607.231,14.18667,526.2507,8.027987,176.6587,4.801643,158.2438,4.551975,227.1612,3.187886,685.1705,9.61539,137.4543,8.824694,182.8436,9.049887
2243,479,53794,0.1328229,0,54.02105,2.799363,964.5621,8.546457,295.8906,4.641806,64.04934,4.260381,69.55174,3.548046,101.6647,1.901284,306.6442,5.734704,92.75564,4.939903,120.946,5.015731
2244,113,53795,0.2229943,0,17.74244,3.323103,1093.029,9.262741,341.3629,5.261859,152.5921,5.060477,132.6573,5.188817,191.2857,2.273239,576.9619,6.856607,196.2238,7.50312,103.3281,7.181214
2246,244,53767,0.0763427,0,38.50309,3.014563,2204.06,13.23047,737.0947,6.74714,235.8194,3.897879,213.1876,5.088826,278.2008,2.009006,839.1179,6.059618,249.3169,9.634738,230.1692,9.587955
488,161,51914,0.04151702,0,113.4251,9.766245,2116.22,17.17404,628.1977,12.02892,342.5079,10.82145,309.1884,10.63259,1344.069,8.811379,4054.021,26.57713,437.0452,22.75882,214.2539,22.31275
555,140,52266,0.2665811,0,10.56926,1.916981,546.89,3.708456,169.7826,2.31898,22.07613,3.288442,21.44731,2.267016,33.88889,0.9636315,102.2167,2.906532,79.37253,3.329162,78.9116,3.335833
761,396,54524,0.05601526,0,236.1,8.002808,4653.677,33.52495,1440.903,16.03368,393.2002,9.626667,426.7741,9.726443,902.7432,9.837919,2722.882,29.6734,529.4727,20.84275,591.8232,21.02361
761,434,54524,0.1514835,0,20.7592,3.834449,787.1524,9.348353,239.0454,5.989711,61.91307,4.795023,50.20457,8.108361,97.49823,2.234952,294.0771,6.741124,151.8166,8.059735,98.24078,7.875724
1192,208,52649,0.2609949,0,25.33433,2.550253,837.3676,7.061177,275.0437,3.792475,34.61274,5.493334,37.53138,3.710151,57.60856,2.043334,173.7607,6.163159,69.07656,4.639925,110.933,4.727261
1416,433,52875,0.06725692,0,145.3865,7.759388,2386.137,20.8978,722.3293,11.7982,212.3261,7.837303,195.019,7.924199,576.4973,6.902206,1738.849,20.81863,302.9922,16.88327,242.8007,16.59854
1496,89,52883,0.1348509,0,42.74205,4.842553,2400.521,16.8753,787.3594,9.258626,123.8034,6.184007,116.4939,6.24636,84.35757,1.859049,254.4419,5.607314,319.2062,15.50706,103.7169,15.03321
1594,629,52992,0.2077724,0,13.06379,2.199613,670.3475,5.027343,214.7343,3.288908,39.48208,2.947257,35.5242,2.791894,85.51762,1.595125,257.9409,4.811262,83.03161,3.668589,81.18587,3.658902
1734,275,53034,0.07404222,0,33.28385,4.849772,1427.394,11.3077,464.7832,6.7802,103.674,4.521297,99.40768,4.684185,183.409,2.527514,553.2039,7.623559,115.0608,9.662946,150.7762,9.984426
1734,279,53034,0.1226752,0,66.17265,4.033013,1007.697,7.977094,331.8495,5.058783,65.61142,2.875296,47.92738,2.793356,123.4197,1.463027,372.2623,4.412824,95.9446,8.258862,92.22361,8.343362
1799,127,53556,0.1831636,0,61.88308,3.691314,1957.454,10.58748,596.9822,6.894424,83.72758,3.949847,77.9843,4.781054,116.2735,2.40334,350.7077,7.249022,116.6275,8.991086,158.6033,9.261275
1871,497,53384,0.1221299,0,25.24767,3.40661,466.1766,5.674158,136.3247,4.065307,42.38368,3.515774,36.4828,3.493351,66.76324,1.740828,201.3734,5.250734,80.93075,6.826804,59.7386,6.586674
1937,208,53388,0.07563709,0,33.94496,4.575951,1087.061,10.76412,333.5084,6.357306,99.81491,4.040344,126.0925,5.096528,134.8176,2.41575,406.6411,7.286452,95.882,9.794232,106.9621,9.887149
1937,480,53388,0.104257,0,125.5747,4.030584,1386.244,11.95168,438.1042,6.197494,17.94529,2.499225,20.03019,2.605339,95.58591,1.996683,288.3092,6.02245,48.89217,5.343196,38.58949,5.392564
2017,82,53474,0.07724755,0,32.68793,5.157675,697.5779,9.182178,198.8643,6.439303,81.19518,6.049521,73.95386,5.977716,267.119,4.222395,805.6927,12.7357,58.16101,10.56548,97.57919,10.87093
2087,149,53415,0.3222386,0,122.0134,4.105981,4653.822,25.68701,1507.763,10.38843,109.5957,7.93698,99.8586,8.144005,112.06,2.422111,337.9989,7.305638,259.2596,8.418568,301.0205,8.409758
2150,491,54510,0.09993883,0,34.36412,3.38501,491.4472,5.976731,145.987,4.069223,53.06481,3.157084,57.94175,3.363988,109.427,1.972936,330.0571,5.950826,70.91203,6.416214,49.56083,6.323258
2271,194,53726,0.1451789,0,26.93829,4.533541,464.8758,6.234641,108.7405,4.85574,78.27779,3.999905,71.97793,4.296539,176.7429,2.448377,533.0974,7.384862,114.0444,10.54849,59.58361,10.79259
2271,520,53726,0.09619219,0,12.36113,2.161299,381.2432,4.064808,124.8272,2.640443,23.1406,1.699568,22.12188,1.623553,32.71414,0.7124106,98.6734,2.148793,27.00338,3.287176,35.67499,3.292097
2272,489,53713,0.1944674,0,41.91283,2.26409,841.7882,5.888393,254.7917,3.782384,79.60376,3.630114,72.46179,2.946898,108.3403,1.871282,326.7794,5.644214,78.75542,4.523485,102.383,4.877604
2274,480,53726,0.1728075,0,20.83402,2.602931,276.2148,4.115955,81.69379,3.193532,25.08557,2.686244,21.00369,2.62977,61.31,1.37094,184.9251,4.135067,41.0649,4.12679,41.62219,4.1776
2274,626,53726,0.120325,0,33.58067,3.555575,1384.54,9.411434,422.1109,5.504541,140.0782,4.30394,135.4063,3.999883,264.0171,2.595958,796.3365,7.83,192.2917,7.348775,118.9176,7.084491
2275,113,53709,0.09529573,0,42.20083,4.141022,1146.408,9.046309,341.2212,5.757854,208.6165,5.400178,215.3131,5.608316,459.6044,3.098929,1386.273,9.347075,267.8852,9.972885,102.0608,9.784189
2275,374,53709,0.1330664,0,21.24347,3.329467,869.4162,7.276457,287.5276,4.918431,414.3145,7.805153,361.8292,6.745317,333.6754,2.613269,1006.442,7.882214,339.9805,10.80995,509.98,11.08473
2275,468,53709,0.1534398,0,12.59159,1.854165,435.0875,4.57089,145.8007,2.968894,42.86161,2.725856,37.52519,2.200626,58.75869,1.14926,177.2298,3.466431,37.83356,3.0476,66.45509,3.055368
2276,101,53712,0.2293614,0,18.18077,2.787963,475.963,4.777913,145.4388,3.433111,34.67747,3.027778,32.36189,3.222586,76.76765,1.714482,231.549,5.171267,50.76509,5.505651,74.13013,5.60056
2276,131,53712,0.1515832,0,18.62803,2.059868,637.1354,6.213282,212.3627,3.623201,55.70105,2.500085,45.19859,4.777232,62.66372,0.9733542,189.0083,2.935858,125.1814,5.104309,134.5753,5.199106
2277,123,53705,0.1167066,0,29.65803,3.231649,835.7227,9.377124,273.4542,5.357063,32.89761,2.399965,30.95279,2.421699,48.12159,1.074861,145.1458,3.242024,80.33508,6.131538,101.5142,6.268263
272,490,51941,0.09549566,0,33.03648,3.368854,384.0042,5.643913,113.3264,3.88635,41.02985,4.130105,34.55385,3.982044,80.37137,1.808246,242.4186,5.454082,36.61202,5.626673,49.08187,5.736283
397,38,51794,0.0456346,0,132.7357,9.932631,594.9241,12.48566,120.4264,9.966447,265.5876,10.65945,236.8607,10.47021,911.9008,8.725908,2750.503,26.31933,277.12,23.39835,122.8887,22.86436
512,366,51992,0.1891936,0,45.18072,3.839894,643.6451,6.960856,196.4012,7.177113,35.58751,4.569488,32.73103,4.449014,159.8993,3.24354,482.2931,9.783256,69.60485,8.185014,134.4505,8.444381
646,463,52523,0.1753679,0,21.09652,3.824629,271.49,5.603559,67.34195,4.487905,92.92603,5.344027,42.39688,5.304489,207.3528,2.317946,625.4238,6.991454,91.68087,7.033661,74.96393,7.000951
717,162,52468,0.2113915,0,38.94522,3.2286,1242.196,10.22556,393.7323,4.923399,76.62392,3.382867,57.82559,3.23453,64.49837,1.810421,194.542,5.460642,135.72,5.868397,190.3171,6.236411
