plate,fiberid,z,T_e,N_e,chi2,chi2_red,dof,success,hit_bound
578.0,200.0,0.05251931,40628.03441378075,902.3586672987271,0.02036281378211167,0.02036281378211167,1,True,False
917.0,198.0,0.1251747,35843.53316434006,109.82860909360197,1.2769105108356742,1.2769105108356742,1,True,False
981.0,575.0,0.3165498,29751.372461816725,288.1300253102109,1.3220850525688908,1.3220850525688908,1,True,False
2648.0,187.0,0.111654,24874.577443104565,716.8725690070585,3.9137062752938365,3.9137062752938365,1,True,False
2649.0,484.0,0.08617543,38002.75629497404,601.8005967631615,0.31562020502409727,0.31562020502409727,1,True,False
2650.0,207.0,0.2825699,23479.28193834487,585.8264466137581,0.06833492867175411,0.06833492867175411,1,True,False
1283.0,430.0,0.1213797,25883.381045445352,1378.2406115528709,0.43878372540051286,0.43878372540051286,1,True,False
1420.0,581.0,0.1357318,17869.26642806623,465.9606655807587,0.42739748143456474,0.42739748143456474,1,True,False
1850.0,120.0,0.2594693,41628.386465563264,911.4109229350528,0.32637756244957905,0.32637756244957905,1,True,False
1850.0,531.0,0.2204602,25778.83608731664,1813.0302843294014,1.5235486379949137,1.5235486379949137,1,True,False
1997.0,126.0,0.03814846,22864.172358358002,954.3118928885896,4.667695735695209,4.667695735695209,1,True,False
1997.0,404.0,0.07983591,43583.754812081774,1382.0198735686552,3.6213880603069864e-06,3.6213880603069864e-06,1,True,False
2662.0,57.0,0.2234823,24650.319578886563,861.1835836913743,0.925246448091348,0.925246448091348,1,True,False
381.0,220.0,0.108064,46302.391712816934,1774.433712236537,0.035918111948215266,0.035918111948215266,1,True,False
1032.0,54.0,0.1101719,17486.11517862031,969.5539117289114,3.5748631852957917,3.5748631852957917,1,True,False
1338.0,485.0,0.0750982,36270.796862119736,1405.0653695000194,0.3865478040278672,0.3865478040278672,1,True,False
1404.0,235.0,0.0482723,28240.763598967846,768.7273050740587,0.06017928486138679,0.06017928486138679,1,True,False
1713.0,222.0,0.2941529,22012.589852067347,1096.5600989523275,0.003293379108014299,0.003293379108014299,1,True,False
1779.0,594.0,0.1701211,21240.185960762556,722.0620885530502,0.465750794144783,0.465750794144783,1,True,False
1844.0,172.0,0.1089337,33362.63940065832,1542.7838711780066,0.17803996197683414,0.17803996197683414,1,True,False
1844.0,446.0,0.1936767,26310.53547594778,465.0973887639292,0.03353913044248375,0.03353913044248375,1,True,False
2664.0,270.0,0.07817235,19277.39903256963,443.8326081695326,1.4497000487392884,1.4497000487392884,1,True,False
2665.0,629.0,0.0552567,20546.934342661174,186.3394217010974,2.570492614053409,2.570492614053409,1,True,False
2666.0,86.0,0.1609604,19319.906494488554,987.2379849156284,2.1951764931239452,2.1951764931239452,1,True,False
632.0,208.0,0.218991,22606.2596974088,727.8089450802808,2.7514358088236888,2.7514358088236888,1,True,False
836.0,453.0,0.1011093,48043.64154088556,44.28156446418947,0.1854618013307795,0.1854618013307795,1,True,False
1274.0,492.0,0.1848132,37507.13158279819,474.8263818983772,1.4849795548374796,1.4849795548374796,1,True,False
1408.0,498.0,0.2283791,18406.71522950482,736.0121774196818,1.7881764479698963,1.7881764479698963,1,True,False
1649.0,578.0,0.08976408,14942.159018631615,832.0578469916719,0.8628336540714214,0.8628336540714214,1,True,False
1714.0,299.0,0.1575816,19885.769611604694,203.92280795542425,0.04566586435602741,0.04566586435602741,1,True,False
1781.0,71.0,0.2698193,29964.59700488869,1588.3708551295995,2.5525608372178072,2.5525608372178072,1,True,False
1845.0,483.0,0.2250198,47787.175453027725,882.8993491248845,0.06857947732263615,0.06857947732263615,1,True,False
1989.0,317.0,0.1658902,37744.46650465476,4431.291725314614,2.5366673127169026,2.5366673127169026,1,True,False
2123.0,562.0,0.165063,19124.273832611056,825.3613837684885,1.4098098091338604,1.4098098091338604,1,True,False
995.0,486.0,0.1617644,32192.788386342036,1312.619631010518,4.538200736752429,4.538200736752429,1,True,False
1061.0,116.0,0.04100384,37935.28723812265,1503.6833301639595,0.4196895190311018,0.4196895190311018,1,True,False
1310.0,371.0,0.1803288,21499.661654798758,1633.859115806185,1.8967903015116216,1.8967903015116216,1,True,False
1377.0,497.0,0.1365749,19426.687525587884,947.1866377095073,1.1551168582682134,1.1551168582682134,1,True,False
1835.0,33.0,0.1142152,20027.14506344044,598.1079171810208,0.0012554787689048178,0.0012554787689048178,1,True,False
449.0,614.0,0.09439446,25073.583196220134,166.78713110398166,1.3325599874905216,1.3325599874905216,1,True,False
517.0,591.0,0.2384808,32331.641089024823,885.561880534163,0.20646569094709744,0.20646569094709744,1,True,False
721.0,73.0,0.2466833,21907.63112178397,1399.5663737730847,0.0010088711714778176,0.0010088711714778176,1,True,False
721.0,214.0,0.07274643,28917.76311039903,584.9188570218491,0.3128316688374388,0.3128316688374388,1,True,False
1353.0,214.0,0.07435244,27530.949172322456,1091.6535821962948,1.1269091173354422,1.1269091173354422,1,True,False
1588.0,392.0,0.09797979,23979.00380843735,65.0097112652098,0.4515077026753948,0.4515077026753948,1,True,False
1730.0,116.0,0.2069585,33621.10548522325,2288.3566428319677,0.37757601992987977,0.37757601992987977,1,True,False
2002.0,534.0,0.09122871,44319.03306299341,721.8299619389849,0.2541585803257489,0.2541585803257489,1,True,False
2134.0,268.0,0.2622485,28710.527383984696,805.5347650090745,2.2497447238226584,2.2497447238226584,1,True,False
394.0,429.0,0.1346495,26967.88125525114,467.4548449767045,1.1191493913140544,1.1191493913140544,1,True,False
1418.0,53.0,0.05289855,27571.14222551745,1023.4055899780669,1.1610504894971507,1.1610504894971507,1,True,False
2000.0,187.0,0.1912078,39504.62198187764,1999.6666848790942,0.005894741346461625,0.005894741346461625,1,True,False
2197.0,358.0,0.199555,15305.577477400238,472.02472720789166,0.04252832565031383,0.04252832565031383,1,True,False
2744.0,410.0,0.1245558,20219.78231233236,718.1656141832916,0.17108556627637858,0.17108556627637858,1,True,False
912.0,503.0,0.207877,31849.356932032457,895.0611907618647,3.6133235049728185,3.6133235049728185,1,True,False
913.0,6.0,0.101069,23473.961356154137,993.6530198834785,0.39592923595280316,0.39592923595280316,1,True,False
1287.0,33.0,0.07453756,23805.830001112357,265.2338210945019,0.9371547883163894,0.9371547883163894,1,True,False
1791.0,64.0,0.1649383,18630.39981981073,548.8289888007407,1.6862686932010817,1.6862686932010817,1,True,False
2198.0,514.0,0.1624827,26077.581324577703,682.0870352348544,0.4739171856508781,0.4739171856508781,1,True,False
2752.0,313.0,0.08560693,25812.320809169898,250.71906690140574,0.08241509199769363,0.08241509199769363,1,True,False
552.0,279.0,0.3201881,22823.289455253187,2499.1066319998763,4.0251397187376465,4.0251397187376465,1,True,False
900.0,492.0,0.07803497,21488.46092291245,1022.4478369560944,0.4149566165453617,0.4149566165453617,1,True,False
966.0,499.0,0.09564084,38285.170354298956,598.7861695160293,0.475681763692328,0.475681763692328,1,True,False
2001.0,170.0,0.06302489,22123.383106213292,839.4460338188698,0.00029057727785499274,0.00029057727785499274,1,True,False
2200.0,198.0,0.1349734,18770.821749022136,578.7304672255598,0.10542298606792898,0.10542298606792898,1,True,False
2756.0,150.0,0.08234768,22805.07532601177,698.8560237057168,0.15593225147329107,0.15593225147329107,1,True,False
2757.0,534.0,0.2451501,26101.30168098603,341.0898819999396,4.8735876933474485,4.8735876933474485,1,True,False
2760.0,22.0,0.07819727,15882.453831696195,323.9865293629715,0.53182794178737,0.53182794178737,1,True,False
2760.0,114.0,0.1435146,27215.537755357273,592.3762540267462,1.844780701556617,1.844780701556617,1,True,False
2760.0,366.0,0.1024374,17875.118270572053,925.2994390037841,0.04600801640122415,0.04600801640122415,1,True,False
2761.0,101.0,0.07300445,25440.82505951035,454.58473375443,3.8344544022854024,3.8344544022854024,1,True,False
2761.0,141.0,0.1629362,19792.234053836266,689.4881810248205,2.484968235233051,2.484968235233051,1,True,False
491.0,439.0,0.167366,24710.589128559008,1821.5733639770785,0.060531098877334086,0.060531098877334086,1,True,False
492.0,177.0,0.1169268,39304.943661816964,1309.1783794297776,2.6820033338354174,2.6820033338354174,1,True,False
627.0,151.0,0.1657785,17847.285244298368,984.8443487955311,0.010679914282328947,0.010679914282328947,1,True,False
970.0,347.0,0.06206207,28546.856761268205,802.3329020706202,0.3783011275601395,0.3783011275601395,1,True,False
1186.0,372.0,0.06364542,24138.34859586048,595.7312625079487,1.0166960173508923,1.0166960173508923,1,True,False
1600.0,212.0,0.09526625,26863.34225656528,1416.4549536341708,3.704100460015561,3.704100460015561,1,True,False
1667.0,537.0,0.09188017,22392.27432045225,506.59408041603194,0.02918950201624456,0.02918950201624456,1,True,False
2137.0,533.0,0.1996945,19158.409616277695,2410.038311855441,1.2268487507102939,1.2268487507102939,1,True,False
2761.0,548.0,0.174509,20050.99085896237,1368.5902315654562,1.163844647809953,1.163844647809953,1,True,False
2762.0,261.0,0.08829488,35650.07714491312,723.0644462132856,1.4449597951471915,1.4449597951471915,1,True,False
505.0,296.0,0.09694496,17126.84783376702,1187.903488573161,2.2409523009361227,2.2409523009361227,1,True,False
714.0,560.0,0.169485,14198.484830169078,392.52794761053286,0.062438905602008,0.062438905602008,1,True,False
989.0,562.0,0.1390878,15524.210521288715,1388.1448903334506,1.4875808501528123,1.4875808501528123,1,True,False
1052.0,519.0,0.1928677,18598.165195322606,472.522512860608,3.653217888523904,3.653217888523904,1,True,False
1300.0,286.0,0.07206485,14599.497590309551,1435.9914958884071,0.9514400873056045,0.9514400873056045,1,True,False
1368.0,71.0,0.08773512,15767.756392188137,586.8348203895498,0.04983924033763036,0.04983924033763036,1,True,False
2771.0,226.0,0.2209211,30209.094058119303,731.5172631882549,2.9540135666095644,2.9540135666095644,1,True,False
2773.0,466.0,0.07721192,28544.838328377602,1687.1792985058564,0.27203035356841976,0.27203035356841976,1,True,False
511.0,126.0,0.05791176,38794.841641692474,448.2480035342397,4.362746798153572e-05,4.362746798153572e-05,1,True,False
644.0,592.0,0.2202251,28179.73393212748,321.65480205146054,0.010288836810106143,0.010288836810106143,1,True,False
849.0,137.0,0.102402,43268.120549891646,132.97513610198774,0.1581226156143806,0.1581226156143806,1,True,False
1930.0,544.0,0.1027043,40007.7958458007,1301.0669332512934,0.7357496617905812,0.7357496617905812,1,True,False
2786.0,316.0,0.08440505,17534.706540481864,1068.3548930965499,1.070819923909983,1.070819923909983,1,True,False
2789.0,400.0,0.1203033,21364.84728038626,923.0162544030363,0.38373389975764594,0.38373389975764594,1,True,False
2790.0,390.0,0.06664931,21686.947809109526,678.833017285948,0.1749406025609582,0.1749406025609582,1,True,False
2792.0,32.0,0.1646758,18268.594534679887,2098.52771257848,4.978596969102298,4.978596969102298,1,True,False
367.0,197.0,0.2723368,32374.353620152466,733.1503084242111,0.753795925970414,0.753795925970414,1,True,False
417.0,87.0,0.2384804,23319.744746449895,1707.3735000227034,0.3027023712464478,0.3027023712464478,1,True,False
690.0,312.0,0.1067491,21336.435231234547,436.388495428517,2.7722671446346796,2.7722671446346796,1,True,False
829.0,58.0,0.170047,33914.01742355271,554.4486869665001,0.8454395407160751,0.8454395407160751,1,True,False
829.0,163.0,0.1796595,13942.030770086641,937.4062576838227,1.3160849057797277,1.3160849057797277,1,True,False
1273.0,569.0,0.2209845,20282.721061678145,1360.4833602518365,1.851324718398748,1.851324718398748,1,True,False
1407.0,281.0,0.2498068,29464.008226477097,58.989293766440795,0.011935243663542846,0.011935243663542846,1,True,False
1720.0,632.0,0.3326333,26485.677174153512,206.41458230367286,0.36330135396199886,0.36330135396199886,1,True,False
1786.0,234.0,0.2206458,28600.50702392004,1076.511006354032,2.3400350740258355,2.3400350740258355,1,True,False
1854.0,543.0,0.1954295,14866.44129235943,603.6634092768463,0.16989419935726993,0.16989419935726993,1,True,False
1927.0,604.0,0.1735183,14229.320568469342,798.9031774902858,2.0301788943963484,2.0301788943963484,1,True,False
2201.0,141.0,0.1739602,29577.99287609198,634.9043430201157,0.013737757869516707,0.013737757869516707,1,True,False
2783.0,449.0,0.09329126,19771.735668030167,808.3136833347875,0.6051456296041628,0.6051456296041628,1,True,False
463.0,107.0,0.1724222,28518.024268536163,1584.1238167854399,0.2767276634420144,0.2767276634420144,1,True,False
732.0,367.0,0.2172213,37169.76568804041,530.7743352017084,1.1413807267569085,1.1413807267569085,1,True,False
732.0,489.0,0.2444964,18530.890336058572,1692.0969082737272,4.780044885655179,4.780044885655179,1,True,False
999.0,116.0,0.244797,34745.812170031226,164.21709541674107,3.3192713137069587,3.3192713137069587,1,True,False
1212.0,603.0,0.08645111,32118.750515519718,762.9223283931465,2.7186945016921213,2.7186945016921213,1,True,False
1213.0,187.0,0.1588044,23981.670236009715,1143.3927527645694,0.21595921538437063,0.21595921538437063,1,True,False
290.0,21.0,0.08082828,21891.446596059784,706.2597612707856,0.9375838884315354,0.9375838884315354,1,True,False
1732.0,251.0,0.2290608,48035.980338020614,3927.527644752925,0.8417992433549494,0.8417992433549494,1,True,False
1797.0,139.0,0.1993042,15963.0952073663,1026.1054902594344,0.002930316512163933,0.002930316512163933,1,True,False
2004.0,169.0,0.2087923,27078.406574712866,983.0220858238876,1.5329782056211725,1.5329782056211725,1,True,False
2137.0,99.0,0.2184688,44087.28705531277,1732.18584251034,3.537573753911345,3.537573753911345,1,True,False
719.0,631.0,0.191863,45472.3777198776,403.45032158835824,1.9722812078623935,1.9722812078623935,1,True,False
1599.0,167.0,0.1615831,30648.909084503353,1000.6393344213001,1.2297831666835384,1.2297831666835384,1,True,False
1665.0,121.0,0.04717364,25035.7301469798,595.6626613141927,0.4520490359642832,0.4520490359642832,1,True,False
1727.0,284.0,0.2016387,39849.3068358337,1441.213870340436,0.01887398370850879,0.01887398370850879,1,True,False
1797.0,398.0,0.09081474,29009.50022315055,726.197040041668,4.909960734274189,4.909960734274189,1,True,False
448.0,440.0,0.08671734,27549.884883502655,527.5417887790736,0.3245748387191881,0.3245748387191881,1,True,False
2142.0,637.0,0.06449452,25160.643461248852,245.0478955502091,1.1331923090783045,1.1331923090783045,1,True,False
2207.0,20.0,0.3537365,21319.35907880085,968.7324302545936,0.7267854672574293,0.7267854672574293,1,True,False
281.0,562.0,0.1325774,13109.735775705994,386.00910958222875,0.10376367792069789,0.10376367792069789,1,True,False
651.0,165.0,0.2406433,35034.78525133121,81.27620549891782,0.6526287449182342,0.6526287449182342,1,True,False
1294.0,389.0,0.1537021,23076.91637955674,755.3732187789675,0.25617682368138184,0.25617682368138184,1,True,False
1360.0,206.0,0.06730089,22702.866233291148,785.5775658164156,0.29816551836326266,0.29816551836326266,1,True,False
1726.0,634.0,0.04249031,36617.98828809087,660.2648872061573,4.123035850426185,4.123035850426185,1,True,False
786.0,151.0,0.1433177,30024.725994870256,296.0013284121097,1.6464458810811722,1.6464458810811722,1,True,False
786.0,201.0,0.09874844,21719.39594067067,587.1546801314446,3.2824181889057145,3.2824181889057145,1,True,False
855.0,22.0,0.246985,25369.21094724287,17.020489574203513,1.6527007694200169,1.6527007694200169,1,True,False
1288.0,239.0,0.1718354,27929.35664244653,1390.0503346851265,1.8903383598475267,1.8903383598475267,1,True,False
1357.0,543.0,0.09381798,24419.625257129534,1458.4810936976764,2.211993697274009,2.211993697274009,1,True,False
1428.0,351.0,0.1048326,30097.042094016157,520.910398228212,0.9066540057453928,0.9066540057453928,1,True,False
1731.0,111.0,0.03787673,41028.31107021117,864.3362484857314,1.3234846587564808,1.3234846587564808,1,True,False
1867.0,491.0,0.1352773,29898.26030566051,1005.8668320382178,0.7683499018659466,0.7683499018659466,1,True,False
1867.0,549.0,0.1269724,24559.71423222627,1964.8145837374555,0.012936135337609225,0.012936135337609225,1,True,False
1867.0,597.0,0.08156185,20972.44569696673,1255.6622141705996,2.949258246284636,2.949258246284636,1,True,False
2140.0,446.0,0.07328255,15001.76236949177,309.8471974522461,0.002180520202192837,0.002180520202192837,1,True,False
569.0,427.0,0.05922451,41507.072581127046,592.4672550706381,1.34129434403763,1.34129434403763,1,True,False
569.0,493.0,0.09086967,23784.15798650728,516.3722068088159,2.8546598924498934,2.8546598924498934,1,True,False
843.0,401.0,0.06779005,46590.81423172447,1013.0905947257191,4.636371090347045,4.636371090347045,1,True,False
1876.0,491.0,0.1158221,33138.65154279213,793.3144729617168,1.406339286369966,1.406339286369966,1,True,False
2012.0,387.0,0.1602024,24472.80405356349,758.0980368681588,0.23503394870461397,0.23503394870461397,1,True,False
2213.0,452.0,0.2129806,19941.83804130316,2160.0627155919015,1.437717235871234,1.437717235871234,1,True,False
2216.0,130.0,0.1212885,35811.04401328782,286.8096593473801,0.03703372370089538,0.03703372370089538,1,True,False
279.0,396.0,0.07265639,28381.79076700753,1351.990158861622,3.0059878496182253,3.0059878496182253,1,True,False
588.0,419.0,0.0941471,26705.780286171404,811.7837787066442,2.576981270154582,2.576981270154582,1,True,False
1432.0,489.0,0.09209527,34083.49646123378,787.7733621983508,1.7578535270828417,1.7578535270828417,1,True,False
1801.0,154.0,0.2813944,19011.60913144931,171.13355697743054,4.773200780191484,4.773200780191484,1,True,False
1801.0,278.0,0.2807291,19930.14865543752,2345.6958567542815,0.10784636002015888,0.10784636002015888,1,True,False
2011.0,372.0,0.1646593,23557.947055521225,746.713364191878,0.002093130534153184,0.002093130534153184,1,True,False
2146.0,141.0,0.0608739,24218.748959557823,830.661471000546,0.06451917761167918,0.06451917761167918,1,True,False
2223.0,129.0,0.1375727,39608.614541123505,992.7202713613772,4.66873188462797,4.66873188462797,1,True,False
2224.0,116.0,0.3183445,21184.500138322346,1203.5520684093317,2.5301300608822057,2.5301300608822057,1,True,False
2225.0,161.0,0.1331795,23660.703826131055,438.934982544,0.9615424488364425,0.9615424488364425,1,True,False
308.0,8.0,0.1194533,11439.697003464931,210.18650091911647,0.002292676691427865,0.002292676691427865,1,True,False
385.0,547.0,0.09714038,35046.33941811751,356.524190040616,1.6612617426008902,1.6612617426008902,1,True,False
635.0,38.0,0.1685365,34746.384337202326,324.4914971665634,0.8458691505230382,0.8458691505230382,1,True,False
1670.0,73.0,0.1158477,34919.705977514655,467.29959139884807,0.5161909518934168,0.5161909518934168,1,True,False
2228.0,63.0,0.142344,38184.9637660254,760.3776839789904,0.5119278070971385,0.5119278070971385,1,True,False
2231.0,427.0,0.1778826,17315.395857048425,285.7512813029392,1.768186356286135,1.768186356286135,1,True,False
2233.0,78.0,0.123255,44910.82749964134,507.7903672357837,1.772889504554227,1.772889504554227,1,True,False
2878.0,212.0,0.3128468,21195.425675963557,1849.7056242890778,1.550769524240196,1.550769524240196,1,True,False
2880.0,318.0,0.09471212,21282.10241152019,676.6678587177084,0.02295328062891213,0.02295328062891213,1,True,False
287.0,313.0,0.1104246,13960.640009240018,1040.144800167159,0.019524397529395787,0.019524397529395787,1,True,False
877.0,180.0,0.1251861,28400.324156852916,468.2566652322191,0.13908023310135542,0.13908023310135542,1,True,False
943.0,421.0,0.2132601,30813.841619944633,738.518552139584,0.011122398158772718,0.011122398158772718,1,True,False
1443.0,57.0,0.1673709,21688.653093540794,995.5437825043573,2.411430268063875,2.411430268063875,1,True,False
1608.0,468.0,0.1821143,19669.81648849907,679.6427921354375,0.0914207505169675,0.0914207505169675,1,True,False
1608.0,501.0,0.1206115,19850.36349093052,492.59197502492384,3.2101377279620706,3.2101377279620706,1,True,False
1878.0,459.0,0.07065918,14191.959498792628,1197.626322432122,0.3127947863617628,0.3127947863617628,1,True,False
2148.0,90.0,0.04396776,16449.338707484,1114.043919725636,3.9328084016512754,3.9328084016512754,1,True,False
594.0,254.0,0.06250638,21519.335027387024,678.8886018341503,1.8530387239344757,1.8530387239344757,1,True,False
1000.0,490.0,0.1883733,40100.961655527746,110.27153145229758,0.7179988058437489,0.7179988058437489,1,True,False
1375.0,87.0,0.1966696,32952.11503771323,1737.6649686890526,0.23163226643753645,0.23163226643753645,1,True,False
1375.0,177.0,0.08737577,16492.5954804114,298.47632359288247,0.49849277267986947,0.49849277267986947,1,True,False
1375.0,424.0,0.06003489,15867.268108127657,607.1024732862262,1.2663654155450785,1.2663654155450785,1,True,False
1813.0,285.0,0.1868422,35537.04035910558,516.051556362077,0.08746509092008721,0.08746509092008721,1,True,False
2149.0,69.0,0.06374981,22031.059707494867,769.3460617702381,2.66239596218496,2.66239596218496,1,True,False
2265.0,46.0,0.05014399,36192.631944551664,375.8180647377601,0.032884723262296904,0.032884723262296904,1,True,False
443.0,514.0,0.04320633,18418.596550402344,472.0931318437814,0.6935670821095358,0.6935670821095358,1,True,False
581.0,376.0,0.2150977,26658.6602296608,167.05840215437846,1.5839415047497083,1.5839415047497083,1,True,False
852.0,625.0,0.1739949,26246.499244859224,169.7752805560854,0.39655599363770433,0.39655599363770433,1,True,False
925.0,489.0,0.08356585,33280.98209035806,163.10059439735178,4.681612229743523,4.681612229743523,1,True,False
1047.0,479.0,0.1067889,19299.65690765642,1245.27680148678,0.1691310106966885,0.1691310106966885,1,True,False
1048.0,199.0,0.07593863,20993.678157514725,2073.7318469232255,3.239430872022346,3.239430872022346,1,True,False
1293.0,486.0,0.2764736,29495.401003322073,724.1011552484556,0.003206670955507919,0.003206670955507919,1,True,False
1601.0,427.0,0.05479615,19052.111779080435,998.9950110354238,1.9181557022515867,1.9181557022515867,1,True,False
1740.0,506.0,0.1334316,26530.073051623207,91.83717711812162,2.2403383415305598,2.2403383415305598,1,True,False
1940.0,573.0,0.2444532,18214.115580189875,103.46031732312399,1.4300661828531998,1.4300661828531998,1,True,False
2013.0,635.0,0.1366288,17313.600831085092,139.57237230132975,2.5536597824427445,2.5536597824427445,1,True,False
2243.0,479.0,0.1328229,34496.88009887644,2008.504576584086,0.26707512347596546,0.26707512347596546,1,True,False
2246.0,244.0,0.0763427,15202.45140051188,542.0040793790919,0.7187146970878567,0.7187146970878567,1,True,False
555.0,140.0,0.2665811,16096.3700439024,637.5808036633914,0.10148196666021113,0.10148196666021113,1,True,False
761.0,396.0,0.05601526,31109.524458291537,1528.8330959480445,1.7579355153273541,1.7579355153273541,1,True,False
761.0,434.0,0.1514835,19128.10640749885,31.601706824964772,1.4678622737567977,1.4678622737567977,1,True,False
1192.0,208.0,0.2609949,20423.35402126536,2752.3805722926963,1.092213784087759,1.092213784087759,1,True,False
1416.0,433.0,0.06725692,38347.008138441844,763.386350215315,3.583273554558952,3.583273554558952,1,True,False
1594.0,629.0,0.2077724,16104.935965674835,587.7794819993404,0.001417445906391857,0.001417445906391857,1,True,False
1734.0,275.0,0.07404222,17621.998178991766,1059.4400702826983,2.915001228256379,2.915001228256379,1,True,False
1734.0,279.0,0.1226752,41146.90638301114,473.6041335730772,2.737069757890526,2.737069757890526,1,True,False
1799.0,127.0,0.1831636,21343.689988775608,1323.577182164632,4.654038683047231,4.654038683047231,1,True,False
1871.0,497.0,0.1221299,33857.461494515956,406.81918506679716,1.1013928439761271,1.1013928439761271,1,True,False
1937.0,208.0,0.07563709,21107.264275458936,2070.618504342694,2.661154479524063,2.661154479524063,1,True,False
2087.0,149.0,0.3222386,18838.43296121612,1075.5087943981684,1.196303479669949,1.196303479669949,1,True,False
2271.0,520.0,0.09619219,21466.73454662075,1227.2871845988668,1.4108285626483708,1.4108285626483708,1,True,False
2276.0,101.0,0.2293614,24380.08699183993,1809.2632937433818,2.762630307900309,2.762630307900309,1,True,False
2276.0,131.0,0.1515832,20045.138542411816,839.531364298183,1.9511728772243808,1.9511728772243808,1,True,False
2277.0,123.0,0.1167066,22845.42688596573,1313.5372757951484,1.522045052159722,1.522045052159722,1,True,False
512.0,366.0,0.1891936,45314.11486202031,5845.582396954944,4.523739015424286,4.523739015424286,1,True,False
991.0,552.0,0.3379682,27876.516389883804,792.86356772255,0.23860942027442225,0.23860942027442225,1,True,False
1055.0,538.0,0.2369145,31138.102743707874,757.8077539049136,2.8427267856405996,2.8427267856405996,1,True,False
1214.0,268.0,0.1354098,19253.07678649326,1608.7918352225056,2.6740092354143945,2.6740092354143945,1,True,False
1606.0,594.0,0.1436504,29619.897804450105,830.9052135723194,0.00021927829553893642,0.00021927829553893642,1,True,False
1607.0,88.0,0.1797263,17921.780241251217,397.7041680773508,0.09946485378171968,0.09946485378171968,1,True,False
2143.0,453.0,0.07028067,29251.47579080038,722.5010227723088,1.915613647551832,1.915613647551832,1,True,False
2882.0,548.0,0.1291037,28354.639118129784,226.75312317197353,0.068517480508585,0.068517480508585,1,True,False
2883.0,155.0,0.126545,16642.138631459802,788.570279294349,4.508506834261235,4.508506834261235,1,True,False
275.0,234.0,0.09140366,20279.332567496407,1585.5053169348228,2.9161586531691586,2.9161586531691586,1,True,False
275.0,374.0,0.07189119,29785.08537295137,347.86927357305234,1.7822508439853897,1.7822508439853897,1,True,False
335.0,35.0,0.2816844,15309.775400496432,1728.851302565409,2.040136924098814,2.040136924098814,1,True,False
523.0,329.0,0.1324733,25968.387214479735,93.20553339491364,0.7045133346904133,0.7045133346904133,1,True,False
655.0,58.0,0.04199469,25547.531784006085,568.2389311390002,0.06583981843606114,0.06583981843606114,1,True,False
725.0,632.0,0.1929088,18753.44017718296,946.6929854939416,1.5688825767790195,1.5688825767790195,1,True,False
860.0,384.0,0.07376322,14104.878774712932,1063.4996327055337,3.3001464243210874,3.3001464243210874,1,True,False
1303.0,378.0,0.2319457,30609.772847514938,613.6210267013973,0.01741367617342903,0.01741367617342903,1,True,False
1611.0,565.0,0.262456,14855.051070643707,2835.7802059153273,0.9265966985816465,0.9265966985816465,1,True,False
1944.0,472.0,0.1282613,20100.567649785073,435.04482539998423,1.8950611337308068,1.8950611337308068,1,True,False
2017.0,168.0,0.2114582,18364.767686554947,918.4941816235537,1.3260704830378651,1.3260704830378651,1,True,False
2017.0,605.0,0.07666916,29795.53105501467,461.5170782802038,2.4745009786869594,2.4745009786869594,1,True,False
2277.0,579.0,0.1806728,31541.692471954975,548.6512888517834,0.6453583191910937,0.6453583191910937,1,True,False
2285.0,330.0,0.1150349,26635.734355045966,796.6783163644385,4.209234937893879,4.209234937893879,1,True,False
388.0,148.0,0.07333235,12344.454581656835,615.4664028288332,1.9649103110258905,1.9649103110258905,1,True,False
1050.0,396.0,0.09458973,17694.18302605679,792.9814028260832,0.5447672325389025,0.5447672325389025,1,True,False
1608.0,134.0,0.1205845,24593.856027481463,293.4094756637517,2.651542856828429,2.651542856828429,1,True,False
1673.0,268.0,0.1312675,22131.324032808458,416.89737514743933,0.12467842460098966,0.12467842460098966,1,True,False
1739.0,387.0,0.1624374,18110.838520883757,710.1932506144921,0.6277514104393233,0.6277514104393233,1,True,False
2158.0,286.0,0.06911041,28654.096375229215,271.9852611995881,2.064628647160595,2.064628647160595,1,True,False
2973.0,602.0,0.1713316,31925.685300136203,719.2595341495462,2.092006508413388,2.092006508413388,1,True,False
2974.0,627.0,0.2105658,30639.839560089495,375.29351296402376,1.1014052157041727,1.1014052157041727,1,True,False
366.0,598.0,0.15975,27714.644572337318,315.98396684032485,0.21891599332197054,0.21891599332197054,1,True,False
416.0,517.0,0.1518152,27858.13914212718,1243.0077181149254,1.5177820959521608,1.5177820959521608,1,True,False
1387.0,170.0,0.1116228,22090.210734874247,780.4173493490603,1.5877996335055404,1.5877996335055404,1,True,False
1688.0,299.0,0.1969705,14353.633526879046,329.65886370552744,3.0532380453706183,3.0532380453706183,1,True,False
1752.0,312.0,0.2144854,28356.91444095964,239.66879863613727,0.08352365584110552,0.08352365584110552,1,True,False
1752.0,401.0,0.2130904,30833.98133207471,831.4427739051162,0.05975898886690042,0.05975898886690042,1,True,False
1954.0,120.0,0.144045,24536.910111968456,1514.1620060536832,3.6652242344434125,3.6652242344434125,1,True,False
2093.0,123.0,0.176481,23017.80270601389,747.0330223652776,1.3540256903398238,1.3540256903398238,1,True,False
2289.0,537.0,0.1884952,19702.20411068217,894.7851184804653,0.00023962040908336076,0.00023962040908336076,1,True,False
