plate,fiberid,z,T_e,N_e,chi2,chi2_red,dof,success,hit_bound
2032.0,220.0,0.06683187,28997.812529533996,454.515759240501,1.6335654840478941,1.6335654840478941,1,True,False
2103.0,30.0,0.165717,29606.52089044797,443.93484119226594,2.5970007815032803,2.5970007815032803,1,True,False
294.0,194.0,0.1701931,38730.80182875053,1645.2151944679883,0.005257325916939477,0.005257325916939477,1,True,False
469.0,453.0,0.1891566,23193.741919020013,692.4680874609875,3.421526568331754,3.421526568331754,1,True,False
606.0,390.0,0.1807441,32364.902221970515,1289.607359973355,1.8688256539544017,1.8688256539544017,1,True,False
1377.0,554.0,0.1604147,20769.479885867513,652.7316487603284,1.3187630621979085,1.3187630621979085,1,True,False
1447.0,599.0,0.03150504,12168.057327919558,239.0937350268256,1.9645586845858123,1.9645586845858123,1,True,False
421.0,405.0,0.1089964,41050.77714241398,415.9198786568231,3.7657497774484976,3.7657497774484976,1,True,False
1769.0,592.0,0.07033616,25106.83387792613,1367.9736494818806,1.7516991504149504,1.7516991504149504,1,True,False
1770.0,158.0,0.08466623,19512.451331413045,463.8382378547699,1.835562743839606,1.835562743839606,1,True,False
1832.0,386.0,0.08070237,34199.01576013526,1481.761522913198,0.5796222724990082,0.5796222724990082,1,True,False
1749.0,274.0,0.1794929,25065.563096640744,1877.2807491649398,0.027673885930529843,0.027673885930529843,1,True,False
1749.0,532.0,0.2336482,19980.058003036153,758.0573925844794,0.39176710512505014,0.39176710512505014,1,True,False
2099.0,370.0,0.06855564,18023.20849991638,544.6216452518441,0.18297150362571205,0.18297150362571205,1,True,False
2168.0,400.0,0.2671891,22318.200745463255,863.163002333536,0.3806916159297549,0.3806916159297549,1,True,False
2431.0,621.0,0.1554891,18739.97472982645,407.86524350809276,4.783111331870131,4.783111331870131,1,True,False
2433.0,92.0,0.3422666,20133.6038937773,54.59742732618371,1.4675027357643557,1.4675027357643557,1,True,False
2435.0,435.0,0.07330082,20601.058193138026,649.0860449996434,1.359746489068633,1.359746489068633,1,True,False
413.0,535.0,0.06709954,48994.98577649121,866.7586365539203,0.5745132056011936,0.5745132056011936,1,True,False
544.0,344.0,0.03316471,24880.59642747312,755.6362214939605,0.04846345296233756,0.04846345296233756,1,True,False
1165.0,231.0,0.04591636,26358.400058178548,990.3875737467138,0.0462428492459934,0.0462428492459934,1,True,False
1825.0,257.0,0.08359461,19175.92180425521,591.8279556279787,1.497937035586698,1.497937035586698,1,True,False
870.0,486.0,0.1323601,34712.64105473994,527.7809322060317,2.007172876941408,2.007172876941408,1,True,False
1317.0,20.0,0.3200656,34236.6161545927,560.2629719063249,0.0016982841349368685,0.0016982841349368685,1,True,False
2172.0,505.0,0.1348432,19406.106954713607,467.55563051350435,0.36883970410419525,0.36883970410419525,1,True,False
614.0,515.0,0.1546302,19034.220564194402,141.90350289023522,0.0422936542809073,0.0422936542809073,1,True,False
816.0,15.0,0.1715658,23722.36828200784,942.4912631529645,2.4951389297427102,2.4951389297427102,1,True,False
1322.0,240.0,0.1382158,14687.168935690863,503.36122408135395,0.6507670889244399,0.6507670889244399,1,True,False
1692.0,398.0,0.07923461,33690.106205570744,371.31905805851886,0.1248437687739423,0.1248437687739423,1,True,False
2108.0,120.0,0.02289685,40195.4802349818,1732.9951358820642,0.8607529068436953,0.8607529068436953,1,True,False
2171.0,54.0,0.2891488,46500.878395954685,938.6662731250844,0.8751385642348146,0.8751385642348146,1,True,False
364.0,61.0,0.04676759,23852.846284112115,981.12816172437,0.5305936645466153,0.5305936645466153,1,True,False
